"","CDUID","C_YEAR","TFAREA","NTFAREA","CRPLND","NCRPLND","INSECTI","NINSECTI","REGION"
"1","1001","1996",58877,337,7212,235,431,66,"MARITIME"
"2","1001","2001",53672,301,8139,230,525,65,"MARITIME"
"3","1001","2006",39426,266,8077,196,438,38,"MARITIME"
"4","1001","2011",38070,267,7328,199,308,36,"MARITIME"
"5","1001","2016",33167,215,6234,162,125,24,"MARITIME"
"6","1002","1996",7630,29,123,14,25,5,"MARITIME"
"7","1002","2001",1716,26,342,19,27,6,"MARITIME"
"8","1004","1996",11031,65,1993,55,132,16,"MARITIME"
"9","1004","2001",12088,51,2914,38,140,13,"MARITIME"
"10","1004","2006",14874,55,4243,41,98,10,"MARITIME"
"11","1004","2011",9701,34,3360,25,61,8,"MARITIME"
"12","1004","2016",8208,30,3911,24,35,5,"MARITIME"
"13","1005","1996",14246,105,4205,76,207,18,"MARITIME"
"14","1005","2001",18308,100,5637,82,174,18,"MARITIME"
"15","1005","2006",16081,83,5030,62,217,11,"MARITIME"
"16","1005","2011",12605,77,5581,59,97,9,"MARITIME"
"17","1005","2016",13291,42,5449,33,138,8,"MARITIME"
"18","1006","1996",4033,46,895,29,31,5,"MARITIME"
"19","1006","2001",4053,42,1208,25,281,8,"MARITIME"
"20","1006","2006",5914,42,1823,29,159,8,"MARITIME"
"21","1006","2011",6057,41,1354,33,201,8,"MARITIME"
"22","1006","2016",6629,36,1476,27,280,10,"MARITIME"
"23","1007","1996",7284,87,2609,50,235,20,"MARITIME"
"24","1007","2001",6063,64,2114,44,263,18,"MARITIME"
"25","1007","2006",7935,59,2945,42,241,15,"MARITIME"
"26","1007","2011",6400,43,2358,34,187,11,"MARITIME"
"27","1007","2016",3823,30,1202,21,100,6,"MARITIME"
"28","1008","1996",5219,73,705,43,151,22,"MARITIME"
"29","1008","2001",4371,59,489,39,175,23,"MARITIME"
"30","1008","2006",5211,53,553,34,159,18,"MARITIME"
"31","1008","2011",4516,48,637,32,165,17,"MARITIME"
"32","1008","2016",3568,31,439,21,169,10,"MARITIME"
"33","1101","1996",127642,373,70923,327,18085,90,"MARITIME"
"34","1101","2001",130448,322,77155,292,18941,96,"MARITIME"
"35","1101","2006",122993,286,74688,263,17540,78,"MARITIME"
"36","1101","2011",118202,269,73184,250,13975,73,"MARITIME"
"37","1101","2016",107529,240,63573,219,16386,84,"MARITIME"
"38","1102","1996",272668,1088,175988,959,37448,272,"MARITIME"
"39","1102","2001",262118,905,176206,828,30452,226,"MARITIME"
"40","1102","2006",250749,835,172762,737,27108,175,"MARITIME"
"41","1102","2011",247805,733,175028,644,31941,169,"MARITIME"
"42","1102","2016",229261,679,161836,609,28853,146,"MARITIME"
"43","1103","1996",255055,756,174060,652,60355,329,"MARITIME"
"44","1103","2001",253571,618,180280,564,62448,283,"MARITIME"
"45","1103","2006",246143,579,175831,524,54599,225,"MARITIME"
"46","1103","2011",228317,493,162500,441,49572,179,"MARITIME"
"47","1103","2016",238700,434,174913,390,54965,158,"MARITIME"
"48","1201","2001",4723,27,312,14,156,5,"MARITIME"
"49","1202","1996",21621,133,2420,79,78,13,"MARITIME"
"50","1202","2001",16465,112,2922,80,81,12,"MARITIME"
"51","1202","2006",14715,93,3017,72,52,8,"MARITIME"
"52","1202","2011",12384,91,2628,66,32,7,"MARITIME"
"53","1203","1996",15899,132,1554,53,60,9,"MARITIME"
"54","1203","2011",13178,150,1087,51,179,8,"MARITIME"
"55","1203","2016",13498,137,1431,60,168,12,"MARITIME"
"56","1204","1996",11602,58,1668,31,234,8,"MARITIME"
"57","1204","2001",12589,46,2198,27,318,8,"MARITIME"
"58","1204","2006",13060,35,2339,19,151,3,"MARITIME"
"59","1204","2011",10954,37,1644,21,177,4,"MARITIME"
"60","1205","1996",70353,271,17970,207,1040,38,"MARITIME"
"61","1205","2001",78495,250,17839,205,2912,43,"MARITIME"
"62","1205","2006",71290,228,18699,194,1231,27,"MARITIME"
"63","1205","2011",51133,234,16706,192,968,26,"MARITIME"
"64","1205","2016",49546,218,6237,178,703,18,"MARITIME"
"65","1206","1996",82981,450,8615,200,509,26,"MARITIME"
"66","1206","2001",71157,370,9669,204,2670,60,"MARITIME"
"67","1206","2006",74715,326,9304,186,2144,39,"MARITIME"
"68","1206","2011",74514,342,9649,189,1860,33,"MARITIME"
"69","1206","2016",45268,285,7051,168,118,13,"MARITIME"
"70","1207","1996",138955,707,58288,568,17310,294,"MARITIME"
"71","1207","2001",129938,644,58972,539,19537,257,"MARITIME"
"72","1207","2006",120105,604,52961,492,10617,202,"MARITIME"
"73","1207","2011",122640,614,54974,470,10916,160,"MARITIME"
"74","1207","2016",114421,565,57642,439,11130,156,"MARITIME"
"75","1208","1996",98895,393,31253,331,794,53,"MARITIME"
"76","1208","2001",89521,336,31388,298,1041,38,"MARITIME"
"77","1208","2006",90349,343,34937,294,1195,26,"MARITIME"
"78","1208","2011",93218,342,34043,280,1574,28,"MARITIME"
"79","1209","1996",45441,210,10595,127,245,18,"MARITIME"
"80","1209","2001",32860,152,9422,101,37,10,"MARITIME"
"81","1209","2006",35280,154,9980,113,199,14,"MARITIME"
"82","1209","2011",37360,164,10966,114,403,9,"MARITIME"
"83","1209","2016",30537,160,9099,110,447,16,"MARITIME"
"84","1210","1996",133393,538,37868,428,2147,72,"MARITIME"
"85","1210","2001",129828,452,41468,386,3501,71,"MARITIME"
"86","1210","2006",125036,442,40905,383,2408,71,"MARITIME"
"87","1210","2011",143333,455,39879,397,3333,85,"MARITIME"
"88","1210","2016",121572,394,38135,337,4237,97,"MARITIME"
"89","1211","1996",181283,556,48424,506,5368,121,"MARITIME"
"90","1211","2001",170358,539,54405,504,7133,131,"MARITIME"
"91","1211","2006",180449,553,51837,518,8160,140,"MARITIME"
"92","1211","2011",224986,562,52690,516,9613,158,"MARITIME"
"93","1211","2016",227174,534,47104,480,12505,189,"MARITIME"
"94","1212","1996",79885,343,24327,289,729,31,"MARITIME"
"95","1212","2001",74498,274,22813,235,1064,25,"MARITIME"
"96","1212","2006",74137,273,22386,234,1154,35,"MARITIME"
"97","1212","2011",70601,277,20413,239,959,21,"MARITIME"
"98","1212","2016",63036,252,19380,222,978,31,"MARITIME"
"99","1213","1996",33250,100,2015,41,76,4,"MARITIME"
"100","1213","2001",35657,90,3301,51,585,14,"MARITIME"
"101","1213","2006",27967,90,3252,48,1064,15,"MARITIME"
"102","1213","2011",29297,99,2123,56,551,16,"MARITIME"
"103","1213","2016",25451,96,3074,60,686,16,"MARITIME"
"104","1214","1996",72626,247,18178,183,69,9,"MARITIME"
"105","1214","2001",73882,235,21487,196,462,17,"MARITIME"
"106","1214","2006",71719,226,19916,191,1032,24,"MARITIME"
"107","1214","2011",64413,235,19214,188,547,25,"MARITIME"
"108","1214","2016",53127,201,16537,162,655,18,"MARITIME"
"109","1215","1996",37940,130,7888,108,22,4,"MARITIME"
"110","1215","2001",40723,138,10034,123,12,3,"MARITIME"
"111","1215","2016",27802,110,7643,93,173,6,"MARITIME"
"112","1217","1996",14855,104,4310,82,62,10,"MARITIME"
"113","1217","2001",15523,97,4850,79,422,13,"MARITIME"
"114","1217","2006",15105,94,4590,70,378,8,"MARITIME"
"115","1217","2011",13420,90,3690,62,102,4,"MARITIME"
"116","1217","2016",13690,75,4286,55,238,5,"MARITIME"
"117","1302","1996",29506,150,8314,117,759,26,"MARITIME"
"118","1302","2001",26908,127,8243,104,1020,32,"MARITIME"
"119","1302","2006",25141,109,6471,84,592,16,"MARITIME"
"120","1302","2011",21244,101,5905,83,893,21,"MARITIME"
"121","1302","2016",17945,87,5405,73,1599,22,"MARITIME"
"122","1303","1996",23759,120,4832,83,652,28,"MARITIME"
"123","1303","2001",25570,102,4861,76,794,21,"MARITIME"
"124","1303","2006",21223,86,4677,63,861,19,"MARITIME"
"125","1303","2011",19516,74,5139,60,1272,15,"MARITIME"
"126","1303","2016",12189,57,3760,48,261,12,"MARITIME"
"127","1304","1996",53422,162,10623,127,601,34,"MARITIME"
"128","1304","2001",43114,118,9794,101,438,20,"MARITIME"
"129","1304","2006",45257,107,11357,89,339,16,"MARITIME"
"130","1304","2011",48066,120,10140,102,261,13,"MARITIME"
"131","1304","2016",43949,87,9895,75,327,14,"MARITIME"
"132","1305","1996",139697,525,44993,425,982,37,"MARITIME"
"133","1305","2001",144254,473,48577,414,1081,42,"MARITIME"
"134","1305","2006",152681,465,51760,382,598,28,"MARITIME"
"135","1305","2011",130617,416,46309,336,734,23,"MARITIME"
"136","1305","2016",116388,353,44939,287,669,21,"MARITIME"
"137","1306","1996",28348,139,5809,84,52,9,"MARITIME"
"138","1306","2001",29256,120,8048,90,104,5,"MARITIME"
"139","1306","2006",32869,113,7293,85,385,8,"MARITIME"
"140","1306","2011",29684,98,6432,72,88,4,"MARITIME"
"141","1306","2016",26282,93,7476,68,96,5,"MARITIME"
"142","1307","1996",114363,465,38473,346,1046,33,"MARITIME"
"143","1307","2001",116151,418,44690,364,1067,34,"MARITIME"
"144","1307","2006",114262,357,44701,308,2526,30,"MARITIME"
"145","1307","2011",108261,332,41811,277,1855,28,"MARITIME"
"146","1307","2016",88563,291,40593,254,3234,33,"MARITIME"
"147","1308","1996",51440,183,17587,150,1584,29,"MARITIME"
"148","1308","2001",47031,177,17603,155,1310,28,"MARITIME"
"149","1308","2006",47299,163,17704,144,919,28,"MARITIME"
"150","1308","2011",47893,167,14256,141,1154,31,"MARITIME"
"151","1308","2016",54338,152,16090,133,1340,34,"MARITIME"
"152","1309","1996",27279,141,7876,101,653,21,"MARITIME"
"153","1309","2001",24309,117,9179,104,941,25,"MARITIME"
"154","1309","2006",24725,100,7502,80,246,16,"MARITIME"
"155","1309","2011",37604,96,9179,86,624,20,"MARITIME"
"156","1309","2016",26173,79,7671,72,930,12,"MARITIME"
"157","1310","1996",91208,366,21041,259,1036,57,"MARITIME"
"158","1310","2001",87019,301,23823,238,1482,50,"MARITIME"
"159","1310","2006",80697,280,23541,218,682,33,"MARITIME"
"160","1310","2011",75504,268,20097,199,585,37,"MARITIME"
"161","1310","2016",62896,213,16031,159,437,23,"MARITIME"
"162","1311","1996",191055,474,87190,394,28756,163,"MARITIME"
"163","1311","2001",190909,425,91184,359,29830,158,"MARITIME"
"164","1311","2006",198411,397,91582,334,29001,132,"MARITIME"
"165","1311","2011",185962,343,88755,287,28067,111,"MARITIME"
"166","1311","2016",169515,285,85384,233,27577,82,"MARITIME"
"167","1312","1996",81710,220,40089,179,19549,109,"MARITIME"
"168","1312","2001",75191,183,38908,157,20059,112,"MARITIME"
"169","1312","2006",81721,150,43356,131,20795,89,"MARITIME"
"170","1312","2011",77772,136,40641,114,17875,65,"MARITIME"
"171","1312","2016",62715,112,37579,96,19413,53,"MARITIME"
"172","1313","1996",60680,189,23281,125,6662,63,"MARITIME"
"173","1313","2001",75863,177,32594,132,10053,56,"MARITIME"
"174","1313","2006",71173,165,29821,124,8941,47,"MARITIME"
"175","1313","2011",67565,142,25332,104,7139,36,"MARITIME"
"176","1313","2016",64648,132,24189,90,11090,27,"MARITIME"
"177","1314","1996",33632,98,12007,59,372,13,"MARITIME"
"178","1314","2001",38418,89,14963,56,829,12,"MARITIME"
"179","1314","2006",38675,92,14632,51,571,11,"MARITIME"
"180","1314","2011",37437,87,13028,44,459,9,"MARITIME"
"181","1314","2016",28371,84,7499,31,475,5,"MARITIME"
"182","1315","1996",27774,173,11496,138,2013,34,"MARITIME"
"183","1315","2001",34906,207,15431,171,2944,45,"MARITIME"
"184","1315","2006",42495,192,21193,163,4779,35,"MARITIME"
"185","1315","2011",47436,211,23715,183,5768,53,"MARITIME"
"186","1315","2016",58748,216,37467,201,9164,74,"MARITIME"
"187","2401","1996",4882,22,1467,16,89,3,"ONT/QUE"
"188","2402","2001",7791,33,2673,30,9,3,"ONT/QUE"
"189","2403","2001",8761,21,952,16,30,3,"ONT/QUE"
"190","2404","2001",7984,33,3335,26,27,3,"ONT/QUE"
"191","2405","1996",42746,137,18408,122,662,11,"ONT/QUE"
"192","2405","2001",44124,112,17900,97,593,9,"ONT/QUE"
"193","2405","2006",43153,122,22065,102,275,4,"ONT/QUE"
"194","2405","2011",37577,107,20164,93,738,7,"ONT/QUE"
"195","2405","2016",33576,92,14236,78,759,10,"ONT/QUE"
"196","2406","1996",38845,89,13078,75,451,7,"ONT/QUE"
"197","2406","2001",37653,74,13517,69,442,5,"ONT/QUE"
"198","2406","2006",34530,79,13472,68,133,5,"ONT/QUE"
"199","2406","2016",26948,66,10196,51,47,5,"ONT/QUE"
"200","2407","2001",117635,258,56175,232,134,5,"ONT/QUE"
"201","2407","2006",121944,240,58941,210,269,4,"ONT/QUE"
"202","2407","2011",110886,207,54486,183,212,7,"ONT/QUE"
"203","2407","2016",107155,207,54153,168,322,8,"ONT/QUE"
"204","2408","1996",70926,171,33631,148,42,7,"ONT/QUE"
"205","2408","2001",64655,158,33872,142,253,7,"ONT/QUE"
"206","2408","2006",63124,157,34831,133,80,4,"ONT/QUE"
"207","2409","1996",112615,321,57289,296,247,13,"ONT/QUE"
"208","2409","2001",110644,308,60612,284,299,8,"ONT/QUE"
"209","2409","2006",115922,300,69750,271,610,11,"ONT/QUE"
"210","2409","2011",99432,253,59689,222,593,7,"ONT/QUE"
"211","2409","2016",94025,233,53252,201,555,10,"ONT/QUE"
"212","2410","1996",94113,296,46563,237,169,11,"ONT/QUE"
"213","2410","2001",95167,294,48683,222,498,8,"ONT/QUE"
"214","2410","2006",94113,260,52145,196,573,3,"ONT/QUE"
"215","2410","2016",85809,225,47992,158,1033,9,"ONT/QUE"
"216","2411","1996",87390,240,38032,189,1013,18,"ONT/QUE"
"217","2411","2001",91671,231,38085,166,1403,18,"ONT/QUE"
"218","2411","2006",89275,211,41369,149,635,10,"ONT/QUE"
"219","2411","2011",80633,196,36152,136,418,6,"ONT/QUE"
"220","2411","2016",76718,189,35785,115,607,9,"ONT/QUE"
"221","2412","1996",104072,310,58917,282,2050,31,"ONT/QUE"
"222","2412","2001",98517,297,58921,261,1236,22,"ONT/QUE"
"223","2412","2006",116974,296,62924,244,953,16,"ONT/QUE"
"224","2412","2011",109499,286,60171,229,623,12,"ONT/QUE"
"225","2412","2016",103058,263,60649,203,698,13,"ONT/QUE"
"226","2413","1996",134211,367,40559,208,414,15,"ONT/QUE"
"227","2413","2001",161530,437,44640,222,988,7,"ONT/QUE"
"228","2413","2006",160768,393,43748,190,485,7,"ONT/QUE"
"229","2413","2011",161055,381,40817,178,195,4,"ONT/QUE"
"230","2414","1996",127185,518,75364,465,1090,25,"ONT/QUE"
"231","2414","2001",125671,453,79615,414,978,17,"ONT/QUE"
"232","2414","2006",123638,443,82898,391,1145,17,"ONT/QUE"
"233","2414","2011",117545,426,79009,374,541,8,"ONT/QUE"
"234","2414","2016",117001,389,78963,332,1468,20,"ONT/QUE"
"235","2415","1996",26414,85,6883,70,111,5,"ONT/QUE"
"236","2415","2001",23830,79,8387,67,13,3,"ONT/QUE"
"237","2415","2006",24288,67,6478,55,34,3,"ONT/QUE"
"238","2415","2016",23357,72,10418,60,98,3,"ONT/QUE"
"239","2416","1996",37250,162,11956,124,91,10,"ONT/QUE"
"240","2416","2001",28214,128,10798,106,166,7,"ONT/QUE"
"241","2416","2006",29088,126,12474,108,186,9,"ONT/QUE"
"242","2416","2011",30594,122,14493,96,62,5,"ONT/QUE"
"243","2416","2016",25236,107,11607,86,158,5,"ONT/QUE"
"244","2417","1996",130056,637,40165,323,495,24,"ONT/QUE"
"245","2417","2001",125510,562,41985,295,339,18,"ONT/QUE"
"246","2417","2006",122224,517,40281,240,326,15,"ONT/QUE"
"247","2417","2011",123790,532,41314,240,959,21,"ONT/QUE"
"248","2417","2016",124644,530,40109,227,276,12,"ONT/QUE"
"249","2418","1996",85194,394,36759,272,213,10,"ONT/QUE"
"250","2418","2001",79555,331,36643,231,324,15,"ONT/QUE"
"251","2418","2006",85809,342,38899,234,436,14,"ONT/QUE"
"252","2418","2011",83898,322,37592,212,773,16,"ONT/QUE"
"253","2418","2016",82839,319,38045,212,401,17,"ONT/QUE"
"254","2419","1996",179380,1038,84852,765,1597,41,"ONT/QUE"
"255","2419","2001",184995,964,96864,720,2486,39,"ONT/QUE"
"256","2419","2006",218015,981,117748,734,1559,27,"ONT/QUE"
"257","2419","2011",200063,963,108999,673,1679,34,"ONT/QUE"
"258","2419","2016",201267,956,108277,636,2458,35,"ONT/QUE"
"259","2420","1996",35425,226,19857,211,6284,144,"ONT/QUE"
"260","2420","2001",33713,187,18721,172,7077,113,"ONT/QUE"
"261","2420","2006",34671,179,20558,167,5502,104,"ONT/QUE"
"262","2420","2011",33565,185,18805,166,5694,92,"ONT/QUE"
"263","2420","2016",30892,163,18010,145,5834,83,"ONT/QUE"
"264","2421","1996",22010,103,6424,88,564,27,"ONT/QUE"
"265","2421","2001",17448,78,5964,71,273,16,"ONT/QUE"
"266","2421","2006",20580,84,6725,73,373,14,"ONT/QUE"
"267","2421","2011",16967,96,5524,76,332,15,"ONT/QUE"
"268","2421","2016",18531,99,6614,78,150,10,"ONT/QUE"
"269","2422","1996",9966,70,4018,36,799,11,"ONT/QUE"
"270","2422","2001",10871,62,3622,31,1277,8,"ONT/QUE"
"271","2422","2006",13612,54,6926,28,3768,7,"ONT/QUE"
"272","2422","2011",11480,50,5101,25,2407,4,"ONT/QUE"
"273","2422","2016",11155,48,5252,21,2566,4,"ONT/QUE"
"274","2423","1996",24949,181,12445,135,123,20,"ONT/QUE"
"275","2423","2001",23470,145,12903,110,106,11,"ONT/QUE"
"276","2423","2006",23923,177,12027,124,376,17,"ONT/QUE"
"277","2423","2011",22077,147,12462,110,1573,13,"ONT/QUE"
"278","2423","2016",26117,151,14676,102,203,11,"ONT/QUE"
"279","2424","1996",31303,196,18938,160,222,11,"ONT/QUE"
"280","2424","2001",29804,171,20016,141,157,10,"ONT/QUE"
"281","2425","1996",29619,180,15496,154,1011,42,"ONT/QUE"
"282","2425","2001",29709,161,18355,128,745,23,"ONT/QUE"
"283","2425","2006",32168,187,18026,127,531,17,"ONT/QUE"
"284","2425","2011",26977,171,17059,128,649,18,"ONT/QUE"
"285","2425","2016",25271,164,15574,127,882,22,"ONT/QUE"
"286","2426","1996",133437,802,66657,597,709,19,"ONT/QUE"
"287","2426","2001",127183,694,73261,547,313,12,"ONT/QUE"
"288","2426","2006",139809,750,82695,522,2112,16,"ONT/QUE"
"289","2426","2011",140999,744,83777,492,1263,18,"ONT/QUE"
"290","2426","2016",143457,761,85838,501,2433,24,"ONT/QUE"
"291","2427","1996",99682,537,32862,362,318,10,"ONT/QUE"
"292","2427","2001",91828,476,37606,348,299,10,"ONT/QUE"
"293","2427","2006",96585,470,41227,314,85,7,"ONT/QUE"
"294","2427","2011",99788,495,42072,300,618,7,"ONT/QUE"
"295","2427","2016",102399,544,40412,306,140,10,"ONT/QUE"
"296","2428","1996",67356,356,14155,135,32,5,"ONT/QUE"
"297","2428","2006",66026,298,14713,110,297,6,"ONT/QUE"
"298","2428","2011",71263,320,15954,105,224,3,"ONT/QUE"
"299","2428","2016",77779,352,13573,100,45,3,"ONT/QUE"
"300","2429","1996",139325,715,43328,380,1601,22,"ONT/QUE"
"301","2429","2001",136549,665,45455,413,1454,17,"ONT/QUE"
"302","2429","2006",142090,685,49409,356,1220,12,"ONT/QUE"
"303","2429","2011",143868,671,46096,320,2413,12,"ONT/QUE"
"304","2429","2016",137179,701,44134,310,1027,8,"ONT/QUE"
"305","2430","1996",153291,594,35463,319,2165,27,"ONT/QUE"
"306","2430","2001",162362,593,33515,306,1218,28,"ONT/QUE"
"307","2430","2006",155745,561,35181,263,1113,24,"ONT/QUE"
"308","2430","2011",165620,574,33062,251,729,21,"ONT/QUE"
"309","2430","2016",165259,604,34566,242,1765,17,"ONT/QUE"
"310","2431","1996",189728,825,43639,464,518,20,"ONT/QUE"
"311","2431","2001",186370,806,46945,451,1115,21,"ONT/QUE"
"312","2431","2006",185905,796,53340,422,1223,11,"ONT/QUE"
"313","2431","2011",192042,785,48913,403,1227,21,"ONT/QUE"
"314","2431","2016",182532,797,44261,374,1161,25,"ONT/QUE"
"315","2432","1996",191500,753,61104,492,946,21,"ONT/QUE"
"316","2432","2001",177808,748,71224,522,1381,24,"ONT/QUE"
"317","2432","2006",175829,675,70225,442,1732,30,"ONT/QUE"
"318","2432","2011",187866,686,74976,438,2043,30,"ONT/QUE"
"319","2432","2016",175282,672,71613,415,3188,37,"ONT/QUE"
"320","2433","1996",189529,953,93618,755,1201,44,"ONT/QUE"
"321","2433","2001",197514,856,106804,701,1845,32,"ONT/QUE"
"322","2433","2006",208002,819,118775,632,2843,36,"ONT/QUE"
"323","2433","2011",197442,786,115162,603,3545,32,"ONT/QUE"
"324","2433","2016",198595,792,116043,579,3946,33,"ONT/QUE"
"325","2434","1996",126844,571,70327,467,4028,56,"ONT/QUE"
"326","2434","2001",125374,477,69485,380,6775,43,"ONT/QUE"
"327","2434","2006",126600,470,70384,363,4686,43,"ONT/QUE"
"328","2434","2011",127304,470,70462,345,3399,40,"ONT/QUE"
"329","2434","2016",119054,447,63837,307,2168,32,"ONT/QUE"
"330","2435","1996",55431,203,25461,172,72,8,"ONT/QUE"
"331","2435","2011",49227,168,30248,139,319,5,"ONT/QUE"
"332","2436","1996",27920,150,12668,119,1022,22,"ONT/QUE"
"333","2436","2001",21966,137,11064,108,239,15,"ONT/QUE"
"334","2436","2006",7620,43,4153,35,55,4,"ONT/QUE"
"335","2436","2011",5715,34,3466,29,178,4,"ONT/QUE"
"336","2437","1996",105855,508,64047,439,1415,53,"ONT/QUE"
"337","2437","2001",104668,434,70596,384,1597,43,"ONT/QUE"
"338","2437","2006",102568,389,69372,336,1668,32,"ONT/QUE"
"339","2437","2011",97679,364,68498,296,1703,31,"ONT/QUE"
"340","2437","2016",108362,356,76709,288,3618,34,"ONT/QUE"
"341","2438","1996",131645,557,73912,497,1059,25,"ONT/QUE"
"342","2438","2001",130066,491,80289,440,1088,22,"ONT/QUE"
"343","2438","2006",134848,466,85696,408,3005,19,"ONT/QUE"
"344","2438","2011",129512,440,87131,374,2756,23,"ONT/QUE"
"345","2438","2016",134500,432,83167,360,1453,25,"ONT/QUE"
"346","2439","1996",262554,1068,128748,822,1526,36,"ONT/QUE"
"347","2439","2001",258937,993,141367,774,2603,37,"ONT/QUE"
"348","2439","2006",261664,936,147693,689,1681,38,"ONT/QUE"
"349","2439","2011",245552,873,141295,642,4196,38,"ONT/QUE"
"350","2439","2016",247485,876,139338,634,4599,43,"ONT/QUE"
"351","2440","1996",82141,298,27851,223,293,12,"ONT/QUE"
"352","2440","2001",79384,268,32658,211,274,11,"ONT/QUE"
"353","2440","2006",77869,266,35640,225,46,3,"ONT/QUE"
"354","2440","2011",74103,247,31357,195,53,3,"ONT/QUE"
"355","2440","2016",73371,246,32770,198,48,3,"ONT/QUE"
"356","2441","1996",180225,624,45978,472,7542,65,"ONT/QUE"
"357","2441","2001",162862,495,46776,399,4327,46,"ONT/QUE"
"358","2441","2006",164149,488,53221,385,2339,27,"ONT/QUE"
"359","2441","2011",153110,480,47840,371,2616,34,"ONT/QUE"
"360","2441","2016",139732,471,40041,342,2231,28,"ONT/QUE"
"361","2442","1996",130532,576,48417,436,242,19,"ONT/QUE"
"362","2442","2001",123385,494,49051,392,620,16,"ONT/QUE"
"363","2442","2006",125865,491,50854,365,159,8,"ONT/QUE"
"364","2442","2011",122567,476,49905,355,1407,13,"ONT/QUE"
"365","2442","2016",120465,457,52522,323,712,17,"ONT/QUE"
"366","2443","1996",20192,131,6611,87,759,22,"ONT/QUE"
"367","2443","2001",27478,147,10859,117,186,13,"ONT/QUE"
"368","2443","2006",17284,127,7456,85,33,5,"ONT/QUE"
"369","2443","2011",15190,101,7029,69,90,7,"ONT/QUE"
"370","2443","2016",16919,102,9967,71,106,5,"ONT/QUE"
"371","2444","1996",170833,572,66549,461,4468,71,"ONT/QUE"
"372","2444","2001",192169,581,74256,464,5057,62,"ONT/QUE"
"373","2444","2006",196674,579,86420,460,4114,57,"ONT/QUE"
"374","2444","2011",191154,556,82036,438,4980,51,"ONT/QUE"
"375","2444","2016",196383,571,88087,430,5286,47,"ONT/QUE"
"376","2445","1996",70874,348,20686,252,287,18,"ONT/QUE"
"377","2445","2001",67918,283,21511,217,813,18,"ONT/QUE"
"378","2445","2006",70774,300,24869,234,84,6,"ONT/QUE"
"379","2445","2011",64578,296,21693,212,890,13,"ONT/QUE"
"380","2445","2016",53983,288,17510,202,655,18,"ONT/QUE"
"381","2446","1996",190568,870,84350,721,5140,106,"ONT/QUE"
"382","2446","2001",178872,733,90663,648,3844,94,"ONT/QUE"
"383","2446","2006",168020,721,95299,627,4995,68,"ONT/QUE"
"384","2446","2011",170581,782,91125,644,4540,74,"ONT/QUE"
"385","2446","2016",170404,759,93363,629,7039,88,"ONT/QUE"
"386","2447","1996",86761,500,37709,342,1205,40,"ONT/QUE"
"387","2447","2001",90483,475,42821,345,1860,33,"ONT/QUE"
"388","2447","2006",92811,483,42636,353,1611,30,"ONT/QUE"
"389","2447","2011",82543,425,39792,297,1083,17,"ONT/QUE"
"390","2447","2016",76639,433,38181,306,2818,34,"ONT/QUE"
"391","2448","1996",98699,514,53089,383,1720,23,"ONT/QUE"
"392","2448","2001",94299,427,57899,361,1641,19,"ONT/QUE"
"393","2448","2006",96969,444,60900,348,1385,24,"ONT/QUE"
"394","2448","2011",96134,429,61321,336,1181,20,"ONT/QUE"
"395","2448","2016",93326,407,63001,314,2522,19,"ONT/QUE"
"396","2449","1996",209526,925,124831,774,4096,50,"ONT/QUE"
"397","2449","2001",209972,883,139900,736,4640,51,"ONT/QUE"
"398","2449","2006",204576,813,137631,657,5413,58,"ONT/QUE"
"399","2449","2011",199925,730,133805,592,5028,43,"ONT/QUE"
"400","2449","2016",187797,703,132369,575,7599,47,"ONT/QUE"
"401","2450","1996",174914,694,124317,616,5224,46,"ONT/QUE"
"402","2450","2001",184942,628,142942,558,3816,43,"ONT/QUE"
"403","2450","2006",183578,558,147819,488,5176,31,"ONT/QUE"
"404","2450","2011",171456,530,138438,457,3283,32,"ONT/QUE"
"405","2450","2016",171031,516,138116,421,8385,32,"ONT/QUE"
"406","2451","1996",108337,526,77460,451,1823,26,"ONT/QUE"
"407","2451","2001",104166,454,80333,405,1232,22,"ONT/QUE"
"408","2451","2006",125366,515,95161,438,2604,31,"ONT/QUE"
"409","2451","2011",125059,475,95704,393,2250,27,"ONT/QUE"
"410","2451","2016",125147,472,96349,402,3275,28,"ONT/QUE"
"411","2452","1996",117856,565,80913,485,6305,82,"ONT/QUE"
"412","2452","2001",119014,499,87134,437,5060,64,"ONT/QUE"
"413","2452","2006",117908,466,86854,388,5059,53,"ONT/QUE"
"414","2452","2011",108432,427,79232,357,5068,45,"ONT/QUE"
"415","2452","2016",117433,433,84979,369,8890,53,"ONT/QUE"
"416","2453","1996",95107,381,74415,339,1893,32,"ONT/QUE"
"417","2453","2001",93831,310,80085,280,2928,19,"ONT/QUE"
"418","2453","2006",100566,320,84502,274,3430,17,"ONT/QUE"
"419","2453","2011",96185,304,80844,266,1744,15,"ONT/QUE"
"420","2453","2016",96357,281,80470,248,4665,22,"ONT/QUE"
"421","2454","1996",274091,1375,222594,1155,16138,197,"ONT/QUE"
"422","2454","2001",279806,1229,233429,1033,16532,146,"ONT/QUE"
"423","2454","2006",276163,1106,238127,916,21188,168,"ONT/QUE"
"424","2454","2011",271429,1060,237208,853,18782,131,"ONT/QUE"
"425","2454","2016",286617,1124,249731,908,26378,151,"ONT/QUE"
"426","2455","1996",103293,697,78596,604,8231,212,"ONT/QUE"
"427","2455","2001",89307,543,71235,479,8158,148,"ONT/QUE"
